SMILES SOLUTE,SMILES Solvent 1,SMILES Solvent 2,Mole Fraction Solvent 1,Mole Fraction  Solvent 2,Density (g/mL),T (K),log(S),log(Xs),Reference (DOI),Comments,MW,pph(g/100g),DeltaGsolv
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CCO,O,0.041650295,0.958349705,0.962451309,323.15,-3.982241466,-5.682563503,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,1.0,0.0,0.79438,278.15,-4.36047422,-5.481617684,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,1.0,0.0,0.79038,283.15,-4.328624895,-5.447575154,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,1.0,0.0,0.78638,288.15,-4.297680594,-5.414426481,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,1.0,0.0,0.78238,293.15,-4.265750556,-5.380280734,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,1.0,0.0,0.77838,298.15,-4.233327889,-5.345630909,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,1.0,0.0,0.77438,303.15,-4.197441414,-5.307505592,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,1.0,0.0,0.77038,308.15,-4.165703513,-5.273517303,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,1.0,0.0,0.76638,313.15,-4.137736093,-5.24328784,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,1.0,0.0,0.76238,318.15,-4.105242301,-5.208519884,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,1.0,0.0,0.75838,323.15,-4.077102073,-5.178093623,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.729620299,0.270379701,0.811065869,278.15,-4.351846647,-5.573163546,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.729620299,0.270379701,0.807274219,283.15,-4.326636543,-5.545917729,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.729620299,0.270379701,0.80346839,288.15,-4.296766756,-5.513994814,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.729620299,0.270379701,0.799648654,293.15,-4.266196929,-5.481354476,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.729620299,0.270379701,0.795815273,298.15,-4.23256249,-5.445631999,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.729620299,0.270379701,0.791968497,303.15,-4.200092363,-5.411056357,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.729620299,0.270379701,0.788108562,308.15,-4.169878862,-5.378719832,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.729620299,0.270379701,0.784235694,313.15,-4.141053326,-5.347753659,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.729620299,0.270379701,0.780350106,318.15,-4.110343678,-5.314885531,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.729620299,0.270379701,0.776452002,323.15,-4.083472279,-5.285837954,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.545316992,0.454683008,0.828467747,278.15,-4.378616908,-5.684449466,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.545316992,0.454683008,0.824906435,283.15,-4.351646737,-5.655607726,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.545316992,0.454683008,0.821315954,288.15,-4.324654251,-5.626720107,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.545316992,0.454683008,0.817696819,293.15,-4.295703647,-5.595850751,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.545316992,0.454683008,0.814049524,298.15,-4.266110121,-5.564314862,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.545316992,0.454683008,0.810374538,303.15,-4.234086549,-5.530325227,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.545316992,0.454683008,0.80667231,308.15,-4.20537724,-5.499626286,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.545316992,0.454683008,0.802943265,313.15,-4.178719069,-5.470954829,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.545316992,0.454683008,0.799187811,318.15,-4.149416491,-5.439615077,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.545316992,0.454683008,0.795406332,323.15,-4.122583153,-5.410720779,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.411630335,0.588369665,0.846632732,278.15,-4.42497419,-5.804377056,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.411630335,0.588369665,0.843326083,283.15,-4.400101138,-5.777803954,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.411630335,0.588369665,0.839974432,288.15,-4.372875922,-5.748848657,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.411630335,0.588369665,0.836578496,293.15,-4.344753946,-5.718966633,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.411630335,0.588369665,0.83313896,298.15,-4.316883975,-5.689306688,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.411630335,0.588369665,0.829656481,303.15,-4.288754824,-5.659357622,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.411630335,0.588369665,0.826131685,308.15,-4.257967253,-5.626720107,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.411630335,0.588369665,0.822565169,313.15,-4.232588938,-5.599462011,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.411630335,0.588369665,0.818957501,318.15,-4.204800475,-5.569763647,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.411630335,0.588369665,0.815309223,323.15,-4.179700577,-5.542723814,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.310226099,0.689773901,0.865612145,278.15,-4.4788092,-5.923723745,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.310226099,0.689773901,0.862587117,283.15,-4.453487037,-5.896880746,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.310226099,0.689773901,0.859500376,288.15,-4.427508343,-5.869344651,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.310226099,0.689773901,0.856352788,293.15,-4.40199869,-5.842241114,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.310226099,0.689773901,0.853145188,298.15,-4.375279556,-5.81389162,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.310226099,0.689773901,0.849878373,303.15,-4.347681601,-5.784626847,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.310226099,0.689773901,0.846553105,308.15,-4.32048089,-5.755722879,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.310226099,0.689773901,0.843170115,313.15,-4.295353376,-5.728855682,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.310226099,0.689773901,0.839730095,318.15,-4.268766647,-5.700492701,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.310226099,0.689773901,0.83623371,323.15,-4.244571078,-5.674484337,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.23067076,0.76932924,0.885462016,278.15,-4.532465089,-6.036731748,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.23067076,0.76932924,0.882748537,283.15,-4.507172102,-6.010105436,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.23067076,0.76932924,0.87995572,288.15,-4.482245915,-5.983802646,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.23067076,0.76932924,0.877084527,293.15,-4.456894014,-5.957030927,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.23067076,0.76932924,0.874135879,298.15,-4.432028048,-5.930701988,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.23067076,0.76932924,0.871110662,303.15,-4.405227886,-5.902395671,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.23067076,0.76932924,0.868009724,308.15,-4.380529844,-5.876148359,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.23067076,0.76932924,0.864833876,313.15,-4.358297569,-5.852323676,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.23067076,0.76932924,0.861583895,318.15,-4.333259023,-5.825649403,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.23067076,0.76932924,0.858260519,323.15,-4.310082178,-5.800793521,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.16658963,0.83341037,0.906243629,278.15,-4.581424388,-6.140201453,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.16658963,0.83341037,0.903874983,283.15,-4.557564496,-6.115204636,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.16658963,0.83341037,0.901408437,288.15,-4.534097898,-6.090550953,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.16658963,0.83341037,0.89884497,293.15,-4.510184698,-6.065400562,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.16658963,0.83341037,0.896185527,298.15,-4.486553009,-6.040481623,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.16658963,0.83341037,0.893431012,303.15,-4.461667976,-6.014259259,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.16658963,0.83341037,0.890582297,308.15,-4.43849615,-5.989700043,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.16658963,0.83341037,0.887640216,313.15,-4.417614841,-5.967381239,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.16658963,0.83341037,0.884605567,318.15,-4.394435735,-5.942714356,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.16658963,0.83341037,0.881479113,323.15,-4.372272458,-5.919012953,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.11386806,0.88613194,0.92802417,278.15,-4.624187838,-6.233587153,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.11386806,0.88613194,0.926037446,283.15,-4.60188048,-6.210348791,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.11386806,0.88613194,0.923933299,288.15,-4.579940739,-6.187420845,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.11386806,0.88613194,0.921712639,293.15,-4.55755781,-6.163992541,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.11386806,0.88613194,0.919376346,298.15,-4.535649651,-6.140981856,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.11386806,0.88613194,0.916925267,303.15,-4.512847866,-6.117020346,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.11386806,0.88613194,0.914360217,308.15,-4.491464448,-6.094419972,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.11386806,0.88613194,0.911681979,313.15,-4.472027766,-6.073709013,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.11386806,0.88613194,0.908891303,318.15,-4.450211757,-6.050561199,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.11386806,0.88613194,0.905988909,323.15,-4.429300422,-6.028260409,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.06973144,0.93026856,0.950877436,278.15,-4.662183199,-6.319030282,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.06973144,0.93026856,0.94931405,283.15,-4.641609605,-6.297741837,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.06973144,0.93026856,0.947612741,288.15,-4.621273445,-6.276626433,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.06973144,0.93026856,0.945774246,293.15,-4.600650264,-6.255159603,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.06973144,0.93026856,0.943799281,298.15,-4.580506775,-6.234108024,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.06973144,0.93026856,0.941688536,303.15,-4.559840062,-6.212468684,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.06973144,0.93026856,0.939442677,308.15,-4.540265219,-6.191856574,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.06973144,0.93026856,0.937062344,313.15,-4.522335355,-6.172824652,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.06973144,0.93026856,0.934548154,318.15,-4.502303925,-6.151626116,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.06973144,0.93026856,0.931900695,323.15,-4.48267845,-6.13076828,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.03224075,0.96775925,0.97488467,278.15,-4.699868033,-6.4015378,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.03224075,0.96775925,0.973790967,283.15,-4.681083873,-6.382265965,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.03224075,0.96775925,0.97253786,288.15,-4.662388214,-6.363010898,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.03224075,0.96775925,0.971125793,293.15,-4.643527022,-6.343518484,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.03224075,0.96775925,0.969555194,298.15,-4.625208303,-6.324496615,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.03224075,0.96775925,0.96782648,303.15,-4.606794006,-6.305307074,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.03224075,0.96775925,0.965940053,308.15,-4.589011965,-6.286677495,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.03224075,0.96775925,0.9638963,313.15,-4.572633738,-6.269379202,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.03224075,0.96775925,0.961695595,318.15,-4.554433874,-6.250186415,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CC(O)C,O,0.03224075,0.96775925,0.959338296,323.15,-4.536157863,-6.230844309,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CN(C)C=O,O,1.0,0.0,0.96336,278.15,-1.996859563,-3.114751892,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CN(C)C=O,O,1.0,0.0,0.958575,283.15,-1.92773568,-3.043111545,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CN(C)C=O,O,1.0,0.0,0.95379,288.15,-1.865157984,-2.97798426,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CN(C)C=O,O,1.0,0.0,0.949005,293.15,-1.798859324,-2.909036923,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CN(C)C=O,O,1.0,0.0,0.94422,298.15,-1.740815638,-2.848323769,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CN(C)C=O,O,1.0,0.0,0.939435,303.15,-1.689970168,-2.794795636,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CN(C)C=O,O,1.0,0.0,0.93465,308.15,-1.638345626,-2.740406121,10.1021/acs.jced.0c00633,,,,
CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,CN(C)C=O,O,1.0,0.0,0.929865,313.15,-1.590895137,-2.690156995,10.1021/acs.jced.0c00633,,,,
